"drugname_brand","drugname_generic","claim_count","total_spending","user_count","total_spending_per_user","unit_count","unit_cost_wavg","user_count_non_lowincome","out_of_pocket_avg_non_lowincome","user_count_lowincome","out_of_pocket_avg_lowincome","year"
"FOSAMAX","ALENDRONATE SODIUM",6453,1049764.71,1812,579.34034768,45951,22.845307175,1193,168.14702431,619,11.977027464,2014
"AMARYL","GLIMEPIRIDE",8420,1378261.59,1795,767.83375487,664544,2.0743474476,1340,234.7186194,455,19.887164835,2014
"FUROSEMIDE","FUROSEMIDE",27136066,135724620.61,5177169,26.215991908,1410406757.6,0.0963723342,3103596,14.551643877,2073573,4.4289276915,2014
"AMBIEN","ZOLPIDEM TARTRATE",32672,12892479.95,6726,1916.8123625,1207616,10.676027081,4179,307.488581,2547,17.186819788,2014
"GABAPENTIN","GABAPENTIN",22146490,492614398.61,4299336,114.57918121,2500796786.6,0.19436731,2342868,36.716472076,1956468,6.6509119802,2014
"AMBIEN CR","ZOLPIDEM TARTRATE",30226,10890293.67,5114,2129.5059973,1125888,9.7018887909,3029,367.06972928,2085,23.410968825,2014
"GELNIQUE","OXYBUTYNIN CHLORIDE",17657,5306721.26,4727,1122.6404189,753678,7.0410987982,3524,227.95604427,1203,14.994339152,2014
"GLIMEPIRIDE","GLIMEPIRIDE",5996357,61459312.96,1144669,53.691777239,426129919.86,0.1431346102,772811,26.202853945,371858,6.4482869805,2014
"GLIPIZIDE","GLIPIZIDE",5558934,46174074.44,1120249,41.217688603,531894332.73,0.08721301,664193,19.110733597,456056,5.2847606654,2014
"GLIPIZIDE ER","GLIPIZIDE",2086858,42099773.18,482908,87.179697127,138031930.7,0.3011392595,299347,36.341949076,183561,6.0706087894,2014
"GLIPIZIDE XL","GLIPIZIDE",1354017,30578225.78,337794,90.523294612,98068889,0.3084275607,222100,31.436954795,115694,6.2375622763,2014
"GLUCOPHAGE","METFORMIN HCL",21191,3207027.34,4487,714.73753956,2514776,1.3377579278,3045,252.42790805,1442,19.130235784,2014
"GLUCOPHAGE XR","METFORMIN HCL",12382,1711496.39,2650,645.84769434,1710678,1.0167100579,2026,259.38568115,624,20.715416667,2014
"GLUCOTROL","GLIPIZIDE",1806,233484.23,436,535.51428899,180710,1.2961685907,316,184.86136076,120,19.75325,2014
"GLUCOTROL XL","GLIPIZIDE",8677,859603,2014,426.81380338,680784,1.2637044874,1351,192.14108068,663,15.676621418,2014
"GLUMETZA","METFORMIN HCL",46484,34286811.31,11982,2861.5265657,4403097,8.1716108197,8573,336.74911466,3409,19.705230273,2014
"GRALISE","GABAPENTIN",51620,17430347.24,13015,1339.2506523,4256041,4.0868546414,5967,257.13218535,7048,14.390239784,2014
"HEALTHY ACCENTS UNIFINE PENTIP","PEN NEEDLE, DIABETIC",4735,134368.95,1927,69.729605605,630956,0.2131224681,1028,46.85479572,899,6.3801112347,2014
"HYCET","HYDROCODONE/ACETAMINOPHEN",167,39383.49,81,486.21592593,96133,0.409677114,24,89.72,57,4.9378947368,2014
"HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",17966097,107220287.86,3872838,27.68519826,972790602.12,0.1103636933,2677160,16.810020387,1195678,5.5963386715,2014
"HYDROCODONE-ACETAMINOPHEN","HYDROCODONE/ACETAMINOPHEN",33451075,676377957.25,8007037,84.472940146,2574094744.5,0.2712769897,4783459,33.474898041,3223578,6.1052276632,2014
"HYZAAR","LOSARTAN/HYDROCHLOROTHIAZIDE",23280,4450020.28,4773,932.33192541,1291447,3.4693727037,3807,234.67129761,966,23.78179089,2014
"IBUPROFEN","IBUPROFEN",5426174,42520358.49,2292719,18.545822009,392411023.1,0.1096262337,991348,8.5128526511,1301371,2.1593937471,2014
"IMDUR","ISOSORBIDE MONONITRATE",1076,146957.51,506,290.42986166,46383,3.1630553621,323,112.62278638,183,4.3806557377,2014
"INCONTROL PEN NEEDLE","PEN NEEDLE, DIABETIC",14748,352867.82,5823,60.598973038,1789441,0.2018653478,1956,32.067806748,3867,6.2095681407,2014
"INSULIN PEN NEEDLE","PEN NEEDLE, DIABETIC",441,9526.86,191,49.878848168,56357,0.1716755509,85,25.979647059,106,4.3431132075,2014
"INSUPEN","PEN NEEDLE, DIABETIC",10490,206071.04,3494,58.978546079,1098434,0.1860161377,1319,29.009112964,2175,5.072445977,2014
"INTERMEZZO","ZOLPIDEM TARTRATE",5585,1411320.83,1742,810.17269231,186020,7.5869925373,1270,182.86092913,472,14.281779661,2014
"AMLODIPINE BESYLATE","AMLODIPINE BESYLATE",36348416,303814281.14,6751061,45.002449413,1881743187.9,0.1615276526,4420510,24.71153904,2330551,6.2276087972,2014
"ISOSORBIDE MONONITRATE","ISOSORBIDE MONONITRATE",222936,3537300.29,40628,87.06557768,15485759.75,0.2296680942,20794,36.538411561,19834,5.7145931229,2014
"ISOSORBIDE MONONITRATE ER","ISOSORBIDE MONONITRATE",6056209,105726241.06,1101904,95.948686147,304251879.74,0.3458723881,662471,40.995685668,439433,6.7527362988,2014
"JANTOVEN","WARFARIN SODIUM",1166705,10267993.37,186171,55.153559738,47411942.449,0.2213905499,129625,30.244001157,56546,5.0578138153,2014
"KAPVAY","CLONIDINE HCL",246,79686.12,78,1021.6169231,18901,4.215973758,13,211.54538462,65,6.4896923077,2014
"KEFLEX","CEPHALEXIN",1135,294426.16,717,410.63620642,37989,7.7103239213,504,80.466051587,213,6.3623943662,2014
"KENALOG","TRIAMCINOLONE ACETONIDE",8326,2557124.82,4803,532.40158651,696803.5,3.6697933061,3673,116.86926218,1130,8.4929646018,2014
"KENALOG-10","TRIAMCINOLONE ACETONIDE",510,11776.34,376,31.320053191,23701,0.4968710181,247,22.340890688,129,2.1690697674,2014
"KENALOG-40","TRIAMCINOLONE ACETONIDE",22096,542103.91,17185,31.545179517,723497.74,0.7492821056,11389,14.83358416,5796,2.0237922705,2014
"AMOX TR-POTASSIUM CLAVULANATE","AMOXICILLIN/POTASSIUM CLAV",1312,20486.4,1204,17.015282392,24016,0.8609822049,533,4.7655722326,671,0.8770640835,2014
"KLONOPIN","CLONAZEPAM",10874,1946069.29,2978,653.48196441,839184,2.3296676987,1824,173.32038377,1154,13.907556326,2014
"KLOR-CON","POTASSIUM CHLORIDE",86475,14259595.78,31854,447.65479312,4974435.1,2.8653621709,17968,62.874381122,13886,4.2518284603,2014
"KLOR-CON 10","POTASSIUM CHLORIDE",1381505,40264918.06,384436,104.73763659,101739027.71,0.3957666882,249455,42.63877044,134981,6.4372500574,2014
"KLOR-CON 8","POTASSIUM CHLORIDE",381107,11993489.31,93691,128.0111143,27727664.5,0.4325459618,55761,49.817455211,37930,7.3766562088,2014
"KLOR-CON M10","POTASSIUM CHLORIDE",1204747,28764752.44,325340,88.414435483,74548332.758,0.3858537324,201855,36.168194298,123485,4.3132052476,2014
"KLOR-CON M15","POTASSIUM CHLORIDE",9232,345387.68,2420,142.72218182,639752,0.5398774525,1427,61.528107919,993,6.0079758308,2014
"AMOXICILLIN","AMOXICILLIN",6300075,31199013.16,4385651,7.1138841554,150727373.6,0.2201157008,3068581,4.9654170771,1317070,1.5900432703,2014
"KLOR-CON M20","POTASSIUM CHLORIDE",3071025,79698592.46,775310,102.79577519,204832474.52,0.3890915864,496150,42.160986758,279160,5.1985601089,2014
"K-TAB ER","POTASSIUM CHLORIDE",234526,8424877.25,80908,104.12910034,34902128,0.2423221689,69287,45.410671988,11621,6.0431804492,2014
"AMOXICILLIN-CLAVULANATE POT ER","AMOXICILLIN/POTASSIUM CLAV",29642,3061539.97,23942,127.8731923,921209.5,3.3233916606,16855,31.682283595,7087,2.6037364188,2014
"AMOXICILLIN-CLAVULANATE POTASS","AMOXICILLIN/POTASSIUM CLAV",3550701,61702882.74,2709796,22.770305492,75989734.125,0.8567580067,1736655,11.093509574,973141,1.7947536482,2014
"LANOXIN","DIGOXIN",79872,6208518.78,16161,384.16674587,3233706.996,1.9227815408,10777,216.74023662,5384,14.848512259,2014
"LANTUS/LANTUS SOLOSTAR","INSULIN GLARGINE,HUM.REC.ANLOG",8727003,3742568385.3,1657626,2257.7881774,172994360.29,21.627937541,845412,389.11932295,812214,24.985859552,2014
"LASIX","FUROSEMIDE",29751,1296793.55,8530,152.02737984,2044720.5,0.6302151789,6385,85.473367267,2145,12.038941725,2014
"LATANOPROST","LATANOPROST",6630276,117528206.2,1258251,93.406010565,23210762.405,5.0635220054,926135,44.571631414,332116,6.5939529261,2014
"LEVAQUIN","LEVOFLOXACIN",3822,1083818.21,2405,450.65206237,52679.5,25.718191062,1422,77.857925457,983,4.9890640895,2014
"LEVOFLOXACIN","LEVOFLOXACIN",4440115,63322539.26,3131979,20.218059974,38557945.501,1.7001403143,1902808,11.876033136,1229171,1.6256852708,2014
"AMRIX","CYCLOBENZAPRINE HCL",8780,7780293.5,3173,2452.030728,366665,21.231787901,1529,173.97881622,1644,10.011581509,2014
"LEVOTHROID","LEVOTHYROXINE SODIUM",599,5538.1,497,11.14305835,21842,0.2538570099,227,8.3024229075,270,1.8201111111,2014
"LEVOTHYROXINE SODIUM","LEVOTHYROXINE SODIUM",37716999,631937490.79,6246617,101.16475699,1888328466.4,0.3368549176,4353862,44.370515795,1892755,7.7512477949,2014
"LEVOXYL","LEVOTHYROXINE SODIUM",70011,1917201.71,25486,75.225681158,4683792.501,0.4097386537,23042,36.409461852,2444,5.1414893617,2014
"LEXAPRO","ESCITALOPRAM OXALATE",77247,21231505.7,15193,1397.4531495,3621861.5,5.9509098176,9461,409.32635662,5732,23.043801465,2014
"LIPITOR","ATORVASTATIN CALCIUM",140446,48674020.92,39257,1239.8813185,7523273.5,6.4808776533,28351,303.23021622,10906,14.67991656,2014
"LISINOPRIL","LISINOPRIL",38283471,281647978.59,7456047,37.774437123,2195019257.6,0.1282410854,4866607,20.067097916,2589440,5.7938040233,2014
"LISINOPRIL-HYDROCHLOROTHIAZIDE","LISINOPRIL/HYDROCHLOROTHIAZIDE",7513915,66113516.13,1611184,41.034119089,491495343.21,0.1353848753,1130346,22.109929039,480838,6.9209937235,2014
"LITE TOUCH","PEN NEEDLE, DIABETIC",8506,598178.75,4342,137.76571856,1375419,0.4344127982,1335,37.729842697,3007,3.8291353508,2014
"LOPRESSOR","METOPROLOL TARTRATE",352,45604.18,172,265.1405814,25004.5,1.8415132249,119,102.32142857,53,4.8205660377,2014
"LORAZEPAM","LORAZEPAM",10264849,78875072.46,2139628,36.863918616,573979886.83,0.1450270963,1199088,21.774313378,940540,4.119364631,2014
"LORAZEPAM INTENSOL","LORAZEPAM",43832,1649629.19,30709,53.718101859,1379501.74,1.1958152296,9969,22.575834086,20740,0.4747396336,2014
"LORCET 10-650","HYDROCODONE/ACETAMINOPHEN",185,27977.82,125,223.82256,17933,1.5601304857,59,76.227966102,66,5.4454545455,2014
"LORCET PLUS","HYDROCODONE/ACETAMINOPHEN",84,6403.02,61,104.96754098,5686,1.1261027084,35,66.238857143,26,6.9938461538,2014
"LORTAB","HYDROCODONE/ACETAMINOPHEN",5601,1138825.12,3237,351.81498919,2335939,0.7635995868,1701,96.047242798,1536,4.2390690104,2014
"LOSARTAN POTASSIUM","LOSARTAN POTASSIUM",18404175,263740475,3599084,73.279888716,1026159306.1,0.2576428857,2594227,30.053703766,1004857,6.1811130439,2014
"LOSARTAN-HYDROCHLOROTHIAZIDE","LOSARTAN/HYDROCHLOROTHIAZIDE",5939231,103846654.31,1163935,89.220320989,324740769.11,0.3200047068,883282,32.640950512,280653,7.3295209743,2014
"LOVASTATIN","LOVASTATIN",6001300,83724531.45,1226792,68.246721082,374101290.83,0.2218746311,882140,33.622301551,344652,7.2669987988,2014
"MACROBID","NITROFURANTOIN MONOHYD/M-CRYST",964,366514.29,564,649.84803191,28309,12.946917588,370,97.520189189,194,9.0069072165,2014
"MAGNACET","OXYCODONE HCL/ACETAMINOPHEN",19,14134.53,11,1284.9572727,1947,7.2444751495,,,,,2014
"MATZIM LA","DILTIAZEM HCL",76315,10801534.58,20593,524.52457534,3994587,2.7147406934,15434,120.26783919,5159,9.523180849,2014
"MAXZIDE","TRIAMTERENE/HYDROCHLOROTHIAZID",2739,438348.21,600,730.58035,130889,3.3490072504,504,328.05255952,96,26.450729167,2014
"MAXZIDE-25 MG","TRIAMTERENE/HYDROCHLOROTHIAZID",3713,270998.64,891,304.15111111,180089,1.504803958,760,196.78534211,131,17.539847328,2014
"MECLIZINE HCL","MECLIZINE HCL",2494431,41969724.73,1070112,39.219936539,147141371.75,0.2851015871,632024,11.636985383,438088,2.5784222348,2014
"MEDROL","METHYLPREDNISOLONE",4762,251157.95,2234,112.42522381,228697.5,1.2003424864,1655,62.83407855,579,6.2575302245,2014
"MELOXICAM","MELOXICAM",8476222,60740355.98,2527626,24.030594708,384366928.66,0.1582014811,1584339,12.131117078,943287,4.117645213,2014
"ACETAMINOPHEN-CODEINE","ACETAMINOPHEN WITH CODEINE",2854695,31569362.48,1347069,23.435594227,172180419.66,0.1880758148,756070,9.0533032391,590999,1.622221645,2014
"METFORMIN HCL","METFORMIN HCL",23479006,203976625.83,4510721,45.220403973,2445969830.3,0.0836413877,2770563,20.575541747,1740158,5.8770123862,2014
"METFORMIN HCL ER","METFORMIN HCL",4330787,128207537.25,959515,133.6170224,518651761.84,0.3105498701,676617,31.430734197,282898,6.2957223098,2014
"ANTIVERT","MECLIZINE HCL",34,1179.12,29,40.659310345,1421,0.7285986562,18,3.8038888889,11,2.1236363636,2014
"METHYLPREDNISOLONE","METHYLPREDNISOLONE",2935555,64746117.211,2240215,28.901742561,65697562.292,0.9998117755,1563887,11.035000374,676328,1.9200370235,2014
"METOPROLOL SUCCINATE","METOPROLOL SUCCINATE",17369038,669876606.18,3279652,204.25234329,964146667.14,0.6937522282,2290831,90.618170079,988821,9.0454242679,2014
"METOPROLOL TARTRATE","METOPROLOL TARTRATE",21459455,147955093.5,4066872,36.380563121,1836841290.2,0.0807664806,2632844,20.025678559,1434028,5.4331320518,2014
"METROCREAM","METRONIDAZOLE",383,179148.3,226,792.69159292,20655,8.673362382,171,114.07847953,55,8.8052727273,2014
"METROGEL","METRONIDAZOLE",8091,2386873.35,5148,463.65061189,512365,4.6668558325,3862,104.51350078,1286,5.9666329705,2014
"METROGEL-VAGINAL","METRONIDAZOLE",137,8936.92,113,79.087787611,9734,0.9181138278,43,59.980232558,70,2.5841428571,2014
"METROLOTION","METRONIDAZOLE",113,80041.57,71,1127.3460563,10043,7.9698864881,57,114.48964912,14,4.6428571429,2014
"METRONIDAZOLE","METRONIDAZOLE",1965792,90377185.99,1403631,64.388137616,68319413.253,1.0389170822,873408,19.303027073,530223,1.8636330374,2014
"MICRO-K","POTASSIUM CHLORIDE",27,809.42,19,42.601052632,949,1.044680436,,,,,2014
"MICROZIDE","HYDROCHLOROTHIAZIDE",796,50289.79,190,264.68310526,43548,1.1548128502,159,152.23534591,31,10.801935484,2014
"MINI ULTRA-THIN II","PEN NEEDLE, DIABETIC",2099,70606.81,1002,70.465878244,246385,0.2865710575,468,34.162264957,534,5.4334644195,2014
"MINITRAN","NITROGLYCERIN",3594,202583.19,1305,155.23616092,143163,1.4046919351,812,46.316871921,493,5.5084381339,2014
"MIRTAZAPINE","MIRTAZAPINE",5722617,86342967.03,1002576,86.121119027,189650798.85,0.4578080289,458579,38.659660342,543997,4.3925593891,2014
"MOBIC","MELOXICAM",4150,1535971.67,1193,1287.4867309,218843.1,7.3915044605,850,255.01908235,343,13.410174927,2014
"MONTELUKAST SODIUM","MONTELUKAST SODIUM",7349275,210189952.74,1496319,140.47135186,326006608.31,0.6446849498,862618,48.487309667,633701,6.2381909134,2014
"MORGIDOX","DOXYCYCLINE HYCLATE",71,13342.68,57,234.08210526,2778,4.8029805616,40,30.13625,17,6.7523529412,2014
"MOXATAG","AMOXICILLIN",58,11741.52,16,733.845,788,14.900406091,,,,,2014
"MUPIROCIN","MUPIROCIN",1935115,24939482.7,1283776,19.426662206,50750206.526,0.4914163785,802793,9.081701958,480983,1.5501931669,2014
"NAMENDA","MEMANTINE HCL",5240372,1375513421,722050,1905.0113164,271104556.1,5.1207781887,390848,380.77450052,331202,20.517341592,2014
"NAMENDA XR","MEMANTINE HCL",2049419,511435366.23,327729,1560.5435168,51480953.833,9.9348909348,172427,323.5882871,155302,13.415142432,2014
"NAPROSYN","NAPROXEN",855,169727.73,373,455.03412869,75676,2.4422556134,232,131.79965517,141,6.1185815603,2014
"NAPROXEN","NAPROXEN",3636470,30375099.38,1491520,20.365197503,234202613.51,0.1297660755,740165,11.246367026,751355,2.7414305355,2014
"NASACORT AQ","TRIAMCINOLONE ACETONIDE",1292,178278.51,867,205.62688581,26186.5,6.8080312375,545,84.105541284,322,6.4004037267,2014
"NEEDLES","PEN NEEDLE, DIABETIC",161,3411.27,135,25.268666667,16430,0.2076244674,80,16.6875,55,3.2443636364,2014
"NEURONTIN","GABAPENTIN",30522,15944436.8,5890,2707.0351104,5206830,3.3840052762,3061,334.30037243,2829,17.807599859,2014
"NEXIUM","ESOMEPRAZOLE MAGNESIUM",7538790,2660421777.4,1405799,1892.4624199,340404484.57,7.8185381787,610107,250.02069878,795692,21.677850324,2014
"NIRAVAM","ALPRAZOLAM",134,70682.85,42,1682.925,11568,5.8785190405,,,,,2014
"NITRO-BID","NITROGLYCERIN",27006,1255615.83,15367,81.70858528,1310319.415,0.9582517176,8411,36.354194507,6956,2.3636644623,2014
"NITRO-DUR","NITROGLYCERIN",19507,3409230.38,4704,724.75135629,772357,4.4363740662,2404,207.38145175,2300,13.043347826,2014
"NITROFURANTOIN MONO-MACRO","NITROFURANTOIN MONOHYD/M-CRYST",1837606,69951959.03,1208632,57.876970848,33754341.646,2.0723840436,744003,30.222785298,464629,2.2075024805,2014
"NITROGLYCERIN","NITROGLYCERIN",66716,15831190.73,41715,379.50834784,654118.75,24.714439258,24717,56.771939151,16998,3.8442228497,2014
"NITROGLYCERIN PATCH","NITROGLYCERIN",687890,22354231.79,134571,166.114778,26358608,0.8475255869,70531,52.132406743,64040,5.2214850094,2014
"NITROLINGUAL","NITROGLYCERIN",12251,3933593.96,7034,559.2257549,112336.367,35.016211268,2795,86.047706619,4239,5.2923684831,2014
"NITROMIST","NITROGLYCERIN",595,236818.76,409,579.01897311,4118,57.508198154,278,85.107841727,131,4.628778626,2014
"NITROSTAT","NITROGLYCERIN",2130712,37590436.35,1344715,27.954203195,88578438.657,0.4308371925,835787,18.284898605,508928,5.1443675333,2014
"ARICEPT","DONEPEZIL HCL",31049,13516783.79,7610,1776.1870946,1141268.8,11.789405196,4152,360.62448699,3458,14.280644881,2014
"NORCO","HYDROCODONE/ACETAMINOPHEN",19668,5543001.67,5102,1086.4370188,2287805,2.3640578415,2465,228.8358215,2637,8.2535836177,2014
"ARICEPT ODT","DONEPEZIL HCL",199,85137.36,73,1166.2652055,7497,11.32632526,29,151.40344828,44,10.546818182,2014
"NORITATE","METRONIDAZOLE",5628,4090194.63,4096,998.58267334,367857,11.118980011,3589,114.53110337,507,7.8144970414,2014
"NORVASC","AMLODIPINE BESYLATE",62901,12370809.66,13078,945.92519193,3373435.5,3.7179212623,8960,318.49549442,4118,22.855009713,2014
"NOVOFINE","PEN NEEDLE, DIABETIC",190262,8271348.37,60506,136.70294467,24444892,0.3383671043,31752,58.130010708,28754,7.2194880712,2014
"NOVOFINE 32","PEN NEEDLE, DIABETIC",285079,14406030.12,102456,140.60699344,36727412,0.3922419069,59374,61.357865396,43082,7.1900475837,2014
"NOVOFINE PLUS","PEN NEEDLE, DIABETIC",184,10335.68,175,59.061028571,26280,0.3932907154,104,21.898557692,71,2.2484507042,2014
"NOVOTWIST","PEN NEEDLE, DIABETIC",52715,2375365.18,20589,115.37059498,6160671,0.3857738846,13335,54.142810649,7254,6.8089398952,2014
"NYAMYC","NYSTATIN",259370,12004029.09,127302,94.295683414,10900655.13,1.1012208851,51188,21.258619598,76114,1.3756114512,2014
"NYSTATIN","NYSTATIN",2031369,59903341.25,1037686,57.727810966,241332618.46,0.4684647695,519603,16.92518517,518083,1.8238980048,2014
"NYSTOP","NYSTATIN",653836,27246124.8,320016,85.139883006,26299970.709,1.0359754808,143829,19.394072058,176187,1.5969679942,2014
"OLEPTRO ER","TRAZODONE HCL",2852,415081.11,665,624.1821203,119987,3.5014849752,236,251.69872881,429,13.006363636,2014
"OLUX","CLOBETASOL PROPIONATE",371,233432.09,215,1085.7306512,36350,6.4217906465,146,100.9760274,69,3.252173913,2014
"OMEPRAZOLE","OMEPRAZOLE",33037689,529128746.71,6709127,78.867004114,1821311536,0.2933343171,4054115,37.671289761,2655012,6.0945641413,2014
"OMNIPRED","PREDNISOLONE ACETATE",437,40623.92,306,132.7579085,3475,11.690336691,215,77.786744186,91,6.8231868132,2014
"ORALONE","TRIAMCINOLONE ACETONIDE",17,1205.72,11,109.61090909,105,11.483047619,,,,,2014
"OXECTA","OXYCODONE HCL",73,18009.24,32,562.78875,6177,2.9156522084,15,118.506,17,7.4270588235,2014
"OXYBUTYNIN CHLORIDE","OXYBUTYNIN CHLORIDE",2584469,88267299.07,611147,144.42891656,216524220.84,0.4142889941,379167,38.432304842,231980,5.3192447625,2014
"OXYBUTYNIN CHLORIDE ER","OXYBUTYNIN CHLORIDE",2567087,161083563.96,535835,300.62157933,115791501.73,1.3887614872,321948,105.71467349,213887,7.0402160487,2014
"OXYCODONE HCL","OXYCODONE HCL",6266189,290172076.25,1215595,238.70785603,658848375.89,0.4210722894,606918,63.339930485,608677,8.6194523861,2014
"OXYCODONE HCL ER","OXYCODONE HCL",2431,1052023.8,1598,658.33779725,159164,5.851799892,664,61.838840361,934,1.980235546,2014
"OXYCODONE-ACETAMINOPHEN","OXYCODONE HCL/ACETAMINOPHEN",9284799,469824928.33,2679535,175.33823157,745551797.67,0.5621910691,1520060,40.90781752,1159475,5.8456289096,2014
"OXYCONTIN","OXYCODONE HCL",1907345,955219725.75,275840,3462.9485417,127231273.06,6.8433203569,126825,404.2435411,149015,33.690048116,2014
"PANTOPRAZOLE SODIUM","PANTOPRAZOLE SODIUM",11852634,184839742,2608466,70.861472605,583754905.7,0.3167045136,1660365,34.846375381,948101,5.5168890023,2014
"PEDI-DRI","NYSTATIN",872,64240.04,299,214.84963211,56149.21,1.1440951707,71,23.066338028,228,1.2453947368,2014
"PEN NEEDLE","PEN NEEDLE, DIABETIC",167858,3342674.06,63806,52.388083566,17291053,0.1932621382,32821,31.486072332,30985,6.8979470712,2014
"PEN NEEDLES","PEN NEEDLE, DIABETIC",67128,1703952.2,22947,74.25598989,7503647,0.2263503213,7970,35.219741531,14977,5.0780496762,2014
"PENNSAID","DICLOFENAC SODIUM",24614,7485538.55,13678,547.26850051,4170092.65,1.8240058693,7241,92.43567325,6437,6.6839723474,2014
"PEPCID","FAMOTIDINE",1294,441117.17,373,1182.6197587,105883,4.2199999483,247,163.31736842,126,7.3973809524,2014
"PERCOCET","OXYCODONE HCL/ACETAMINOPHEN",30487,31341188.66,6096,5141.2711056,3616644,8.5429062003,2948,342.12916893,3148,9.8037229987,2014
"ATENOLOL","ATENOLOL",13397519,97258227.64,2605814,37.323549432,888793181.86,0.1096424923,1910023,21.866734238,695791,6.4621541239,2014
"PHENADOZ","PROMETHAZINE HCL",36110,4727702.63,26689,177.14049346,578624,8.1783531179,9652,37.644777248,17037,1.720598697,2014
"PHENERGAN","PROMETHAZINE HCL",93,4093.72,75,54.582933333,1244,2.5112718824,17,21.042941176,58,2.079137931,2014
"ATIVAN","LORAZEPAM",15208,13055310.44,3083,4234.6125332,1289044.1,10.074776771,2247,419.42641745,836,17.577811005,2014
"ATORVASTATIN CALCIUM","ATORVASTATIN CALCIUM",32607222,747730649.95,6741151,110.92032354,1691389193,0.4413629141,4771365,44.11953555,1969786,6.5636534832,2014
"PLAVIX","CLOPIDOGREL BISULFATE",112706,32254441.35,23170,1392.0777449,5054802.111,6.4003595134,12892,336.16701675,10278,21.541015762,2014
"POLYETHYLENE GLYCOL 3350","POLYETHYLENE GLYCOL 3350",3773101,89919498.7,1175738,76.479197491,1822815022,0.1263217977,480134,23.896204497,695604,2.4931963301,2014
"POTASSIUM CHLORIDE","POTASSIUM CHLORIDE",13137728,382436129.06,2742339,139.45618286,993414196.78,0.4427830666,1602482,44.812387671,1139857,5.5027729268,2014
"PRAVACHOL","PRAVASTATIN SODIUM",7737,2143344.89,1982,1081.4050908,456757,4.7079928303,1614,281.95643742,368,17.021358696,2014
"PRAVASTATIN SODIUM","PRAVASTATIN SODIUM",14707571,448639671.39,3031159,148.00928338,801055255.9,0.5578732405,2133246,40.82162137,897913,7.4992714439,2014
"PRED FORTE","PREDNISOLONE ACETATE",26690,3901919.81,14142,275.91004172,218060,17.893789828,11573,121.8871615,2569,10.23405216,2014
"PRED MILD","PREDNISOLONE ACETATE",15535,1835331.66,8263,222.11444512,104405,17.578963268,5103,108.64548697,3160,6.8121012658,2014
"PREDNISOLONE ACETATE","PREDNISOLONE ACETATE",2538652,159572405.97,1468915,108.6328385,19744964.907,8.081675846,1081590,21.032885853,387325,3.2746819338,2014
"PREDNISONE","PREDNISONE",11034556,86549951,4506488,19.205632191,457379655.2,0.2215614922,2906811,9.4855558893,1599677,1.7648488164,2014
"PREDNISONE INTENSOL","PREDNISONE",473,44612.1,283,157.63992933,32812,1.3596275753,152,39.808092105,131,2.3440458015,2014
"AUGMENTIN","AMOXICILLIN/POTASSIUM CLAV",695,465500.91,509,914.54009823,26462,29.652551532,338,80.905118343,171,5.4576608187,2014
"AUGMENTIN XR","AMOXICILLIN/POTASSIUM CLAV",64,69187.33,39,1774.0341026,3698,18.709391563,25,99.4556,14,3.9464285714,2014
"PRILOSEC","OMEPRAZOLE",11211,5583544.56,2857,1954.3383129,764833,7.3988918154,1810,211.25342541,1047,15.598920726,2014
"PRIMLEV","OXYCODONE HCL/ACETAMINOPHEN",184,163093.69,80,2038.671125,16357,9.9522281639,45,144.54822222,35,8.7188571429,2014
"PRINIVIL","LISINOPRIL",8734,827343.18,2006,412.43428714,701208,1.1760857431,1794,147.37791527,212,27.081367925,2014
"PROAIR HFA","ALBUTEROL SULFATE",8517027,497812544.99,3137263,158.67733913,88490532.17,5.6256023416,1535242,66.292326766,1602021,11.774499691,2014
"PRODIGY PEN NEEDLE","PEN NEEDLE, DIABETIC",354,3942.77,221,17.840588235,37530,0.1050680544,62,13.08983871,159,4.1341509434,2014
"PROMETHAZINE HCL","PROMETHAZINE HCL",1757524,21102919.81,695788,30.329525387,100268342.83,0.3443263834,260066,13.945943607,435722,1.7916433643,2014
"PROMETHEGAN","PROMETHAZINE HCL",46117,7475906.1,31867,234.59710986,839370,8.6394686925,14380,38.842225313,17487,2.6170566707,2014
"PROSCAR","FINASTERIDE",6050,1261118.1,1470,857.90346939,372196,3.388317177,1300,167.24266923,170,15.278705882,2014
"PROTONIX","PANTOPRAZOLE SODIUM",85297,23764295.82,23446,1013.5756982,3234249.95,7.4900264666,7767,236.47831338,15679,6.7998737164,2014
"PROTONIX IV","PANTOPRAZOLE SODIUM",2530,139676.27,492,283.89485772,124688.24,1.1202040385,100,134.6677,392,7.3099744898,2014
"PROVENTIL HFA","ALBUTEROL SULFATE",472200,35367912.25,230542,153.41201278,4081186.647,8.6660854573,136576,77.004421787,93966,9.4039712236,2014
"PROZAC","FLUOXETINE HCL",23878,15186805.47,4129,3678.0831848,1592614,9.9991259639,2444,518.73177987,1685,26.485988131,2014
"PROZAC WEEKLY","FLUOXETINE HCL",1623,388587.04,229,1696.8866376,10687,36.360722373,114,458.92526316,115,21.595652174,2014
"QUETIAPINE FUMARATE","QUETIAPINE FUMARATE",6878083,367129393.43,926956,396.05913704,337068316.45,1.1132137305,336899,64.703528624,590057,7.8360885304,2014
